name,identifier,top_match,top_ent_num,score
Edge Platform SPC,2549002PB7ULBTW9FV25,AO T-PLATFORMS,34686,64.51612903225806
COYS ApS,648800RTAMQ9A2KD2S45,,,0.0
Woodruff Prop Owner LLC,254900HVLS9WCZ1NNL46,WOODFORD ENTERPRISES LIMITED SASU,34063,50.0
Rasmus Boiden Madsen Holding ApS,648800HMA7VMSDN1I359,"MAGUS HOLDINGS USA, CORP.",26205,60.86956521739131
CURRELL INVESTMENTS LIMITED,254900WKXCMSKUGOW918,CEIBA INVESTMENTS LIMITED,58205,77.77777777777779
ROSE RENOVATIONS LIMITED,648800VOL1ZTTHDH2B15,OMID REY RENOVATION AND DEVELOPMENT CO.,16025,55.319148936170215
SPRINTS PARTNERS LLP,648800EG062FOOFJ2S13,PORTEASE PARTNERS LLP,58403,78.78787878787878
CL IVP XIX GmbH & Co. KG,894500NQJPV4ZYX4ZC51,,,0.0
YAVOI EUROPA SOCIEDAD ANONIMA,959800D7M3TJAKGW0147,"WIV, SOCIEDAD ANONIMA",44118,73.46938775510203
PAYESCAPE LTD,6488007ANPX5AZ43XW48,,,0.0
ARCA TARGET PROTETTO 2027 II,3912000H2OSN81H7RK70,M V PROTSENKO PA START,42071,56.00000000000001
CLAIRE SCOTT & PA HOLDING LTD,648800H3RV6TIV8V6S56,BAILEY HOLDINGS PTY LTD,39582,66.66666666666667
BZRK LIMITED,9845006CYD1AS6B5FB58,,,0.0
Electrum Select Opportunities Fund,984500RE53C684906B27,PALESTINE DEVELOPMENT AND RELIEF FUND,7917,53.73134328358209
DOCES,9845005669941EF45598,,,0.0
CUBI REALTY LLC,254900UC4R8V2GSX6B91,REALTY MAINTENANCE BJ,49029,56.25
"""CETA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",259400VR3OCXL4T3RD14,CALLLYNC SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,57210,89.13043478260869
"PRIZE LAYER, LDA",984500MA4AXD5A773D21,S.Z.T.R. PRIZMA B.I.,33987,34.48275862068966
TEIRRA GREEN LLP,648800Q79X44GTPHK602,PETRO GREEN,15966,69.56521739130434
PENNIVEX VENTURES LLP,6488008YZN1R1J8R2057,LLC VEB VENTURES,35004,75.86206896551724
UBS US Autocallable Income SF UCITS ETF,391200PGS804I7UJMZ60,JOINT STOCK COMPANY AUTO FINANCE BANK,51718,47.05882352941176
Ketting Beheer B.V.,6488003Q7GF9S2WVE593,BEHENGAM TADBEER QESHM SHIPPING COMPANY,56997,40.0
TERRA-TERRA SOCIETA' COOPERATIVA AGRICOLA,815600244EC7284BE235,COOPERATIVA DE AHORRO Y CREDITO CAJA RURAL NACIONAL RL,29684,59.34065934065934
龍金資源有限公司,254900ZWCH96UES4EO25,,,0.0
SHIRDI SAI DEVELOPERS,648800TWBC92ZMA3RU47,"SOHO DEVELOPERS, INC.",19151,72.22222222222221
"Sabiedrība ar ierobežotu atbildību ""KR 5""",648800QX1E3XF6N39C74,SABIEDRIBA AR IEROBEZOTU ATBILDIBU 'FALON INTERNATIONAL',25000,77.41935483870968
mutares Holding-65 GmbH,391200U9UDCGIG5XOW79,AL MASHREK HOLDING,12746,72.72727272727273
BBS AUTOMATION INDIA PRIVATE LIMITED,254900Y0TJRLTZ7S7J45,SHARPLINE AUTOMATION PRIVATE LIMITED,51096,70.0
"Raith Capital Partners, LLC",254900YQGB7WGLIZIZ94,MARSHALL CAPITAL PARTNERS,17449,68.08510638297872
"Lane42 Capital Opportunities Fund GP, L.P.",254900NA4KVPBLZVD098,DENIZ CAPITAL MARITIME INC,46878,58.18181818181818
"Lane42 Capital Opportunities Master Fund, L.P.",2549002SDV2CC6DFMC04,DENIZ CAPITAL MARITIME INC,46878,58.06451612903225
"Lane42 Capital Opportunities Master Fund-A, L.P.",254900AM4G7TI2BLI795,DENIZ CAPITAL MARITIME INC,46878,56.25
P/F Malinsfjall,984500GRP78DNA663J57,LIMITED LIABILITY COMPANY RAZREZ MALINOVSKIY,48903,37.2093023255814
M/S SURAJ STONE SUPPLY AND CRUSHING CO,64880078JYKWRSLUZC09,BOSITONG SUPPLY CHAIN SHENZHEN CO LTD,58346,52.459016393442624
RISTORANTE DA JIN FENG S.R.L.,529900QNEKX9FV6LLG50,FENGXIAN INTERNATIONAL TRADING AND SERVICES CO LIMITED,49699,49.18032786885246
IMPRESA COSTRUZIONI LUCHETTA S.R.L.,529900FR871MRHGJHY21,INMOBILIARIA TIJUANA COSTA S.A. DE C.V.,9975,45.614035087719294
Joel Halldorf Aktiebolag,9845001RD770DE559131,AO AKTIV,51427,43.75
WHITESTONE PROJECTS,648800MX8JJ3B6VWWK39,LLC SOUTHERN PROJECT,25691,62.857142857142854
AMV RACING KART SRL,529900R1809LK5RU4L39,AO NIIVK N.A. M.A. KARTSEV,39185,48.64864864864865
BHUVI AUTOMOTIVES LLP,648800ZPOH8ODD6EXI61,CROWN AUTOMOBILES,26175,58.82352941176471
SOCIETA' AGRICOLA CASALE LEMARMORE SOCIETA' SEMPLICE DI BARTOLINI DOMENICO E ULDERICO,529900ZDUXHX90SLB186,"'AGRICOLA RUELAS', SOCIEDAD DE PRODUCCION RURAL DE RESPONSABILIDAD ILIMITADA",21577,49.33333333333333
OVERSEAS INFRASTRUCTURE ALLIANCE (INDIA) PRIVATE LIMITED,984500C1B49874149015,FANAP INFRASTRUCTURE,55014,62.06896551724138
HARA Digital Agency OÜ,9845002AKE05A03FB533,HILAL TRAVEL AGENCY,10894,63.41463414634146
Boland Mountains SubCo Ltd,3789V43X0JCXE6O6TB91,BOLAI CASINO,57244,52.94117647058824
ANKIT KUMAR PORWAL,648800MAWZ7ABD1G3H14,A Y A UNIVERSAL DENIZCILIK KUMANYACILIK LIMAN HIZMETLERI ITHALAT IHRACAT LIMITED SIRKETI,48424,30.612244897959183
MiGa,984500D2DF995036B988,,,0.0
JCNS LTD,254900TOKRA8IQ72NZ68,,,0.0
Fenris Ad Astra ehf.,648800EE5OE9RJ90GP41,ASTRID MENKS LIMITED,53356,51.61290322580645
DIOGO BAU GmbH,529900CKIACNKZI25W39,,,0.0
In Hoc Signo Vinces Stiftung,529900KS97OD1PTKF248,SIGNATORIES IN BLOOD,16446,54.16666666666667
IMPERATOR DATA SOLUTIONS LTD,984500EAEA995C571015,RUSATOM DIGITAL SOLUTIONS,51128,73.46938775510203
ALEXANDRIA INVESTMENTS LIMITED,984500ZB0CE7H6DJQ056,ALMERINA INVESTMENTS,24673,85.71428571428572
RITAN MEHTA LTD,984500BF36704FA85196,SANTA RITA MINING COMPANY S.A.,57116,50.0
AVICEN TRADING OÜ,529900BXJCHUF0NB5134,O N C U TRADING L.L.C.,49682,75.0
FUNDACJA STUDENTÓW I ABSOLWENTÓW AKADEMII GÓRNICZO - HUTNICZEJ W KRAKOWIE ACADEMICA,25940015D3U1O6XB9J12,AKTSIONERNOE OBSHCHESTVO AKUSTICHESKI INSTITUT IMENI AKADEMIKA NN ANDREEVA,50968,43.87096774193549
VC OPERATIONS LIMITED,984500E6FID1F001F430,OPERATION ZERO,56991,74.07407407407408
CLOUD ANNOTATION PRIVATE LIMITED,6488005U4WGOFZ1L0N59,ARVAN CLOUD,43519,66.66666666666667
BeeHive Trading LLC,254900NLEV1VTO67R333,BEHINEH TRADING,13110,86.66666666666667
MANGAL ENTERPRISE,648800RP9K18WBMZNS43,MYANMAR PEARL ENTERPRISE,31692,78.04878048780488
GOLDEN AGE CAPITAL SRL,5299006BL1RFSH6A4134,DENIZ CAPITAL LLP,46875,70.96774193548387
KARL KAPITAL HOLDING AS,984500P3F0576FE2E513,PAPA HOLDING LTD,48096,68.75
Jacki Foundation,5299003TD5WYD7YS0L58,TAMIL FOUNDATION,11347,81.25
Farshore OÜ,9845004089C0S4FFAA09,SANAYE TOLIDIE ZAGROS SHIMI FARS,56305,41.860465116279066
FSW-Trading B.V.,7245007TVDKN0K720Q32,FOZ FOR TRADING,26895,81.81818181818181
Skischule und -verleih Panorama GmbH,529900XC2TRJ7U8JSH02,24X7 PANOPTES,34773,23.25581395348837
MUKESH KUMAR SODHI,648800TA1S24NHQ0YE31,A Y A UNIVERSAL DENIZCILIK KUMANYACILIK LIMAN HIZMETLERI ITHALAT IHRACAT LIMITED SIRKETI,48424,20.408163265306122
JTEC Notermans Holding B.V.,7245007PTUT28KHZY157,STROYTRANSGAZ HOLDING,16830,69.76744186046511
Harm Wijnhoven Beheer B.V.,724500865RJSSL1LZK52,DOUBLE HARMONY MARINE CORPORATION,51890,52.38095238095239
ATMA ELECTRIC LTD.,9845008E4CFUJBAC0A16,AL AMIR ELECTRONICS,24744,75.86206896551724
BASAL ANALYTICS PRIVATE LIMITED,648800525X1YA38PEV77,ANALITICHESKAYA MANUFAKTURA OOO,49275,52.38095238095239
EPOCHAL LAGRANGE INC,25490002AGHXEVBFW307,,,0.0
リニアロジック株式会社,254900JETW64T3O90G69,,,0.0
Hoch Management GmbH,529900XJZYCQQUKX0106,CLIO MANAGEMENT CORP.,27036,80.0
AGROFORGE INDUSTRIES LLP,648800O3TOO85W65AR84,"GREEN INDUSTRIES, LTD",27165,77.77777777777779
GRO 10 PROJECT 3 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,259400U9GF0YZ7WVVH14,ROSETTA GAMING SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,56336,81.81818181818181
CIE 10 PROJECT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,259400LO7S7PSPBB8L20,ROSETTA GAMING SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,56336,83.33333333333334
MAL 10 PROJECT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,259400OXFDPZJOM2AW84,ROSETTA GAMING SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,56336,83.33333333333334
OLS 10 PROJECT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,259400Q1EGWG1FTAGX13,ROSETTA GAMING SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,56336,81.4814814814815
ZYR 10 PROJECT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,259400LAAEBF43ARJN13,ROSETTA GAMING SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,56336,81.4814814814815
BRO 10 PROJECT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2594002MFPPLH8CVJZ58,ROSETTA GAMING SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,56336,81.4814814814815
SKI 10 PROJECT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2594006KVW83QC8SSN51,ROSETTA GAMING SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,56336,81.4814814814815
SIE 10 PROJECT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,259400GHBE9HR8BVVR27,ROSETTA GAMING SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,56336,81.4814814814815
KRA 10 PROJECT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,259400R1R4Y00FRSS521,ROSETTA GAMING SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,56336,83.33333333333334
MYS 10 PROJECT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,259400YZW3RVV4PIIS97,ROSETTA GAMING SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,56336,83.33333333333334
GRO 10 PROJECT 1 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,259400Q9VV049230MA73,ROSETTA GAMING SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,56336,81.81818181818181
NOW 10 PROJECT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,259400F2DLO526QU9V44,ROSETTA GAMING SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,56336,83.33333333333334
LF AKCELERATOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,259400KU74MHBGVB1T05,CALLLYNC SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,57210,82.35294117647058
RST GROUP ALTERNATYWNA SPÓŁKA INWESTYCYJNA SPÓŁKA AKCYJNA,259400OSKLDY70SVXI34,WORKING GROUP TO DETERMINE INSTANCES OF CRIMINAL CONTENT,15989,49.09090909090909
Børge Friis Holding ApS,894500NWECQB99GJUG93,ELLISSA SAL (HOLDING),12464,64.70588235294117
VERDIPAPIRFONDET FONDSFINANS FOKUS,5299009Q69ANZNB27H74,FONDO FINANCIERO PRIVADO PRODEM S.A.,26591,49.23076923076923
"Thoma Bravo Fund XVI-B, SCSp",254900BGARTQQFLOU733,SHAHID FUND,10412,47.36842105263158
"Thoma Bravo Discover Fund V-B, SCSp",254900HQM226E90QHM81,BENEVOLENCE INTERNATIONAL FUND,7322,43.75
Engel Holding GmbH,529900WU4S725YWVD430,HALEEL HOLDINGS LTD,47448,78.57142857142857
MANUFACTURE SCORPION INC.,9845000A570F2AB4A314,STAR RAPID MANUFACTURERS CO LTD,52572,68.18181818181819
MEGA HOLDINGS LTD,984500DF55BECB000315,MFAA HOLDINGS LIMITED,20258,84.61538461538461
NANDA ANANDA SAWANT,64880086XESJN6IA5G40,HARAKAH SAWA'ID MISR,23628,51.28205128205128
RAM SNEHI SEVA SANSTHAN RATASAR,6488000MPNTBIWW27652,SEVASTOPOL MERCHANT SEA PORT,18322,47.45762711864406
CoDi GmbH Berufsausübungsgesellschaft,984500A4F582C9856426,,,0.0
ADARSHADIT GROUP PRIVATE LIMITED,335800OLQIFP469B8I49,ALROSA GROUP,34644,71.42857142857143
SMARTLUNCH SPÓŁKA AKCYJNA,2594001L66YHGBTJMK68,XH SMART TECH CHINA CO LTD,51230,54.54545454545454
Bridge2Quality B.V.,7245009PNM2U6A27AP43,"TALENT BRIDGE, S.A.",56539,66.66666666666667
AMBT Vastgoed B.V.,724500LACZJW76I4FZ31,CG - VASTGOED INVEST,35311,64.51612903225806
Aude Audenda Holding B.V.,724500QDZAUUCCR9JF70,AMAN HOLDING PRIVATE JSC,26887,68.75
JINDAL TRADERS,648800RD1F8JT15UFL18,SINO TRADER COMPANY,23479,72.0
"BMC 4676, LLC",254900O2NO31YLDPLJ25,,,0.0
Istituto de Tutela e Assistenza (ITAL),52990046UPBYQ7JMEQ77,LIMITED LIABILITY COMPANY MARITIME ASSISTANCE,27143,51.61290322580645
GALISTAIR TRADING LIMITED,9845004CF57371D37E20,"AL-BASHAIR TRADING COMPANY, LTD",8211,81.25
Delta Hedge Fund Open-Ended Investment Company Limited,2549002OEZW1X45CO184,RUSSIAN DIRECT INVESTMENT FUND,34036,61.76470588235294
Eudoxia Holding B.V.,724500PZ2PW7KB41N452,"GEMUHO HOLDING, INC",19939,75.86206896551724
Nijenburg Holding B.V.,724500NTUC008NB64J32,A.A.M. PEIJNENBURG HOLDING B.V.,39591,80.0
ESTRO ENGINEERS,648800S5PF6I5J12S452,TRV ENGINEERING JSC,50112,73.33333333333334
MOVENT CAPITAL ADVISORS S.R.L.,5299005FQEHDJCBAFC35,AVRORA CAPITAL SRO,40825,68.29268292682926
AGRILOOMIS LTD,254900KRXBGY8LHHSV96,"AGRICOLA RUELAS, S.P.R. DE R.I.",21577,43.75
Hirsch Logistik GmbH,529900CRP37O36VPCZ24,ITB LOGISTIKA OOO,46505,71.42857142857143
TL CO PROSCENIUM OWNER LLC,254900SVGWWMSP3RCZ24,RETAIN PROSPER LIMITED,55554,42.42424242424242
BAJAJ ENTERPRISES,648800761RUN5DV5I791,ANFASAR ENTERPRISES S PTE LTD,39358,73.6842105263158
mutares Holding-66 GmbH,391200XJVF594KAOF060,AL MASHREK HOLDING,12746,72.72727272727273
The Trustee for The YAT Trust,2549002UUEUY823SW022,SWIRU TRUSTEE LTD,38536,66.66666666666667
GAUTAM KRISHNAPADA SARKAR,648800N0KZ0UV9T69P24,OJSC KRISTALL STATE RESEARCH INSTITUTE,37698,44.827586206896555
"HSB POTOMAC, LLC",254900LRVXVUBM7II391,LIMITED LIABILITY COMPANY UGOLNYY POTOK,52532,35.29411764705882
JAGDISHKUMAR DHIRUBHAI VAGHANI,648800PINPDFVJY41B47,,,0.0
CHARTER PACIFIC INTERNATIONAL (HONG KONG) LIMITED,391200MC8N4IU8P8FT36,HONG KONG TIANLE INTERNATIONAL CO LIMITED,52754,72.46376811594203
PPS Portable Inflation Linked Bond Fund,3789EG7IR85ZIAXQTI39,"NON-STATE PENSION FUND VTB PENSION FUND, JSC",18734,53.84615384615385
ACT COMMODITIES GROUP INC.,254900ADKY1PBWHSCJ45,GOLDEN COMMODITIES LLC,26542,71.7948717948718
"SC Greenville Meadow, LLC",254900SEITCA1S3VAW92,GREEN ISLAND S.A.,8738,56.25
The Trustee for SLMC and H SMSF,9845006FD92A06AF8A03,LEDRA TRUSTEE SERVICES LIMITED,42065,58.53658536585367
TU Maschinen- und Anlagenbau GmbH,391200WSSU9RIAZMWQ90,"JIANGYIN MASCOT SPECIAL STEEL CO., LTD",30975,42.85714285714286
PRODUCTIVEONE S.R.L.,529900EJ42RLC4HC6573,ERYK PRODUCCIONES SAS,56353,66.66666666666667
PortaMare GmbH,3912006DBZ4EK5QCUC98,PORT OF YALTA,18315,63.1578947368421
FRESENIUS MEDICAL CARE DIALYSIS SERVICES INDIA PRIVATE LIMITED,529900OI2JVGPYDT3K91,"AGRICULTURAL, MEDICAL, AND INDUSTRIAL RESEARCH CENTER",25663,58.06451612903225
ABP Holdings Limited,254900D1VUU416G8S218,FANAP HOLDING,54977,80.0
Loibl Förderanlagen GmbH,529900R3QQDDCFI3YX20,"SERVICIOS ADMINISTRATIVOS FORDTWOO, S.A. DE C.V.",39477,25.0
"4TH QUADRANT ENERGY FUND, LP",254900VTL068ZZ8HFD95,MAX ENERGY FUEL TRADING L.L.C,54826,59.57446808510638
"MAST HILL MANAGEMENT, LLC",25490052QIS0DDWL6L34,IK-MANAGEMENT LLC,43248,72.72727272727273
Signalit Oy,894500MW2754LNL1FC95,JSC SIGNALTEK,45040,82.35294117647058
ASHMANS PTY LTD,254900FBUMPPJOK1UP04,,,0.0
"Arkview Capital, L.P.",254900R6B4O2GFOJLO78,ALT CAPITAL PTE. LTD,57770,69.23076923076923
Chique Leven B.V.,724500IOTTDS0R9CC736,"LEVERAGE, S.A.",1316,40.0
Emar Holding B.V.,724500BILCO3HEAKIH94,AMAN HOLDING PRIVATE JSC,26887,83.33333333333334
NR COMMONWEALTH PROPERTY OWNER LLC,254900CA0VN7KFF1G262,SAMARA HEAT AND POWER PROPERTY FUND,31914,59.01639344262295
MANOJ THAKUR,648800XDQZA31GT5IS59,MANOMETR OOO,46641,60.0
StB B.V.,724500MHWEMBESXI7T59,,,0.0
MANAI WELFARE & EDUCATION SOCIETY,648800QZFHR297VPUS77,HUMAN WELFARE FOUNDATION,7140,65.45454545454545
ALOBHA TECHNOLOGIES PRIVATE LIMITED,3358004Z9OJ9PDXBOV73,ALEL TECHNOLOGIES LLC,29060,83.33333333333334
APADANA BPA LLP,648800B19QK8PVT6AC17,APADANA PERSIAN GULF PETROCHEMICAL COMPANY,26842,44.44444444444444
PRASHAD COMPUTER WORLD,3358004CLAJI4RTH4A84,NPO COMPUTER,47684,64.70588235294117
NIRMAL RICE MILLS,648800PWY2P6WSFGFK50,MILLAB SINTEZ,47623,53.333333333333336
Sorores Holding GmbH,529900BWM9GXEE1RJ036,NOOR HOLDING SAL,28168,81.4814814814815
SHRI BASAVESHWAR TRADING COMPANY,3358000F1FRHN5KMTM67,"AL-BASHA'IR TRADING COMPANY, LTD",8211,75.0
KAPISH KUMAR AGRAWAL,648800OYTN53I89WYX33,AO MIB KAPITAL,41918,47.05882352941176
Johann Baumann Gesellschaft m.b.H. & Co. KG,391200F071I6JWZMS395,INTERCONTINENTAL BAUMASCHINEN,12602,46.42857142857143
OPALE CAPITAL STRATEGIES EVERGREEN INFRASTRUCTURE,98450083C4DF92D9EA61,JSC PERSPECTIVE INDUSTRIAL AND INFRASTRUCTURAL TECHNOLOGIES,38097,58.00000000000001
Ärztliche Qualitätsgemeinschaft EN-Mitte GmbH,3912005M7PTEVGL4O322,KEYHAN SANJESH AZMA TECHNICAL QUANTITY & QUALITY INT'L INSPECTION CO.,54049,46.601941747572816
iShares LifePath 2045 Target Date UCITS ETF,529900V6PLN5VCQK4Z64,TRUST LIFE INSURANCE COMPANY S.A.L.,27192,44.44444444444444
SEALWEL POLYMERS,648800GMGH6HYV95RJ97,ARYA SASOL POLYMERS,30143,68.57142857142857
GRIZZLY IV CLASS B BORROWER LLC,254900R9WG2M2Z2RL237,REVOLUTIONARY CLASS AUTOAMYNA,56430,39.28571428571429
iShares LifePath 2040 Target Date UCITS ETF,529900JQLUZEPWE3PT06,TRUST LIFE INSURANCE COMPANY S.A.L.,27192,44.44444444444444
iShares LifePath 2050 Target Date UCITS ETF,529900IKJVJ5OGESS870,LIMITED LIABILITY COMPANY 2050 ADDITIVE TECHNOLOGIES,47844,50.63291139240506
NIPUN SUDHIR GOYAL,648800EFFLBEEWYJYB07,,,0.0
CLOVER FINANCE LLC,984500D37CC6F56AFE06,DCB FINANCE LIMITED,16086,72.0
Prime Litmus Real Estate AIF,9845006K4BDF0C7DD911,PRINCE REAL ESTATE CAMBODIA GROUP CO. LTD.,55869,68.85245901639344
CLOVER FINANCE TRUST,984500ELID0BSEB5C857,TRUST INSURANCE S.A.L.,27190,68.57142857142857
iShares LifePath 2055 Target Date UCITS ETF,529900ARVVDYI27ZZ710,TRUST LIFE INSURANCE COMPANY S.A.L.,27192,44.44444444444444
iShares LifePath 2060 Target Date UCITS ETF,52990080PTZACY35EN66,TRUST LIFE INSURANCE COMPANY S.A.L.,27192,44.44444444444444
iShares LifePath 2065 Target Date UCITS ETF,5299005U9ZB9QP3OGQ34,TRUST LIFE INSURANCE COMPANY S.A.L.,27192,44.44444444444444
DIBAKAR JENA,648800EF620BU1AJR124,,,0.0
iShares MSCI All Country World Swap PEA UCITS ETF,529900Z9QIM3XWIT1877,IRAN'S COUNTER-TERROR SPECIAL FORCES,34100,51.764705882352935
SANJAY MUNNALAL AGARWAL,6488004ZWUV800H0GP41,KEYHAN SANJESH AZMA,54049,42.85714285714286
ANAND BAJAJ,648800WJFEKIFXBUCC72,"FORTIA BAJA SUR, S.A. DE C.V.",13013,27.586206896551722
PPS Worldwide Flexible Fund,37895WWQSQ0HVBLZGF55,WORLDWIDE LPG LIMITED,52508,60.0
S.K.V. UNITY ENTERPRISES LLP,335800FEQ2XKZYEPTH72,SENTIMARE ENTERPRISES LIMITED,49480,71.42857142857143
"COLONIAL SECURITIES, INC.",984500497FC1E1E5O870,SB SECURITIES SA,18753,68.75
TURINVEST S.R.L.,529900HIRTK31LZ0CS76,TURIRA COMPANY,30417,53.333333333333336
ACKD FOOD FACTORY LLP,648800W2Q73E7N1TJY05,"TOYS FACTORY, S.A. DE C.V.",10638,68.75
"Broadway Place JOF AAI I, LLC",25490069FJ2MOIG5SZ79,THE ISLAMIC ARMY FOR THE LIBERATION OF THE HOLY PLACES,6366,50.847457627118644
"JSF River Street EX, LLC",254900WE5CBZ9T9AHO40,STREET MOTOR SERVICES,44470,60.0
"JSF Bladensburg Road EX, LLC",254900551PVWV318RI69,DRAGON ROAD LTD,50849,47.05882352941176
eMantle OÜ,98450057362F2B4D9830,,,0.0
SHRI MAHADEO MOTORS,335800AL9EL0CBLC0M71,SANAYE MOTORSAZI ALVAND PRIVATE COMPANY,48734,57.14285714285714
KHALSA ENGINEERING SERVICE LLP,6488004M1FEOU8ZP9Y55,ETIHAD ENGINEERING & MARINE SERVICES FZC,54979,76.66666666666666
OREPA INVEST,894500N1G7CZY04TBS46,OPTIMA INVEST OOO,40821,80.0
OM SHANTI ENERGY PRIVATE LIMITED,648800SYKTUF36SL2P66,SHOON ENERGY PTE. LTD.,44660,71.42857142857143
BRIDGE DIGITAL SOLUTIONS,894500NDRNAF0IJ5O807,RUSATOM DIGITAL SOLUTIONS,51128,69.38775510204081
ØIHA HOLDING AS,894500NVS6J8PC518874,SHAM HOLDING COMPANY SAL,12744,83.33333333333334
JOHAU HOLDING AS,894500NVMMZH2CT5KO86,O.H.G. HOLDING SAL,50520,83.33333333333334
Squarepoint Nexus Master Fund Limited,984500CTCE7SC9E74427,PALESTINE RELIEF FUND,7917,56.00000000000001
Team Jünger Steuerberater OG,894500NVH3FPFDH9X459,TEAM MOHAMED'S RACING TEAM,49143,48.14814814814815
HOME DESTINO PRIVATE LIMITED,6488003BQ4BCTA6CFH35,FRESNO HOME S.A.S.,30269,78.26086956521739
COSTRUZIONI INTERNAZIONALI EUROMEDITERRANEO S.R.L.,894500NVBJVXSE5E9K64,ETCO INTERNATIONAL COMMODITIES LTD.,767,60.273972602739725
RM SERVICE SRL,894500NV0GSEIFHMYG26,ROKEM SERVICE,52593,86.95652173913044
WeltPartner schafft Zukunft eG,984500DD7RA03DB54D68,PETRO WELT TECHNOLOGIES,51563,33.9622641509434
MONIKA S.R.L.,894500NUUX8MVG5RAW24,OOO MONITORING,46581,50.0
New York Life Insurance and Annuity Corporation Separate Account SA-IASV02,254900JY4CAW4JM4J651,SBERBANK LIFE INSURANCE IC LLC,34641,54.32098765432099
MALLORY CHAUVET CONSEIL,894500NO312US9N2IG46,"PLM CONSORCIO, C.A.",23893,51.28205128205128
New York Life Insurance and Annuity Corporation Separate Account SA-IASV01,254900JSHOY31ZWXFV95,SBERBANK LIFE INSURANCE IC LLC,34641,54.32098765432099
JURAVER CONSULTING,894500NGDVMGV753SO23,RB CONSULTING LIMITED,42745,77.41935483870968
OMSPACE ROCKET AND EXPLORATION PRIVATE LIMITED,648800Q6D6A9T6IAX648,KOREA OIL EXPLORATION COMPANY,20581,68.08510638297872
كرني إنتربرايز ليمتد,984500DF3LCF537EA986,,,0.0
SIDDHI FOUNDATION TAHARABAD,335800STAEFWC5M75J83,SHAHID FOUNDATION,10410,72.72727272727273
Schlachthof Schmidt GmbH,529900NP7ZKOBZFQJW48,SCHLOSS HOLDING OU,42740,37.83783783783784
PRAJAL NUTRIFOODS PRIVATE LIMITED,648800XIDL2NJJL8GS94,"NUTRISHOP, S.A.",19175,53.84615384615385
MN HOLDING AALBORG ApS,6488002EPVU9PII4DK81,ALMENOR HOLDINGS LIMITED,41496,70.58823529411764
DEEBEE Creative ApS,648800LOZDHFMC5P3U15,CREATIVE PYTHON,48963,60.0
Verein zur Hilfe suchtmittelabhängiger Frauen Essen e. V.,391200VRPNJB5A5SVU24,PALAESTINAENSER VEREIN,7918,44.15584415584416
BHARAT RAIL CONSTRUCTION,335800786F8M2S8YAM28,ARIA ROYAL CONSTRUCTION COMPANY,16027,85.1063829787234
Euroflorist 2.0 Holding AB,894500NEJD197F6JY064,"DELVEST HOLDING, S.A.",651,63.1578947368421
MORSON STONE LLP,6488004XN9E7R4DC6T59,U-STONE LIMITED EOOD,40484,66.66666666666667
TANDLÆGE KNUD SØGAARD IVERSEN HOLDING ApS,648800CYN90DT8835327,RENDA INVESTMENT HOLDING GROUP SHANGHAI CO LTD,30106,57.89473684210527
M PRATAP REDDY,33580050X2INZ2L1ZN62,PRATUM OIL TRADING LLC,51911,50.0
ANCHORAGE SICAV - Anchorage Art Fund,529900GFUPKTT4SWY730,AL ANCHOR SHIP MANAGEMENT FZE,47308,57.14285714285714
Lars-Ove i Östersund Entreprenad AB,98450048E2C5372EE710,OSTEC ENTERPRISE LTD,42864,54.16666666666667
